client_id,variation,tenure_year,tenure_month,age,gender,accounts,balance,calls_semester,logons_semester,balance_thousands
598943,Control,15.0,180.0,49.5,F,2.0,56076.2,4.0,7.0,56.08
8491121,Test,8.0,99.0,27.5,U,2.0,26258.77,4.0,7.0,26.26
8861901,Control,7.0,90.0,62.5,F,2.0,406125.08,3.0,6.0,406.13
6853744,Control,5.0,71.0,23.0,U,2.0,52729.51,2.0,5.0,52.73
1404893,Control,12.0,145.0,36.0,F,3.0,115973.16,6.0,9.0,115.97
768936,Test,5.0,65.0,22.5,U,2.0,34231.45,2.0,5.0,34.23
5408845,Test,33.0,396.0,53.0,M,4.0,287596.87,4.0,7.0,287.6
9336495,Control,5.0,65.0,29.0,U,2.0,56490.0,6.0,9.0,56.49
4744361,Control,28.0,347.0,63.0,M,2.0,74261.24,5.0,8.0,74.26
2397739,Test,7.0,94.0,64.5,U,2.0,29932.66,3.0,6.0,29.93
2136502,Test,15.0,185.0,34.5,M,2.0,27009.23,6.0,9.0,27.01
7501437,Test,7.0,87.0,65.0,U,2.0,71870.81,1.0,4.0,71.87
9628154,Control,5.0,64.0,26.0,U,2.0,27032.26,2.0,5.0,27.03
9293919,Control,16.0,193.0,79.0,M,2.0,121347.82,1.0,4.0,121.35
5318449,Test,10.0,131.0,50.5,F,2.0,611520.05,4.0,7.0,611.52
5022038,Test,15.0,189.0,51.5,F,2.0,36994.94,0.0,3.0,36.99
2565373,Control,8.0,97.0,60.5,U,3.0,130099.02,3.0,6.0,130.1
5745157,Test,6.0,75.0,62.5,U,2.0,164023.94,2.0,5.0,164.02
6653427,Test,23.0,282.0,52.5,F,3.0,561725.24,5.0,8.0,561.73
6071019,Control,15.0,186.0,32.5,F,2.0,29899.3,2.0,5.0,29.9
632316,Test,6.0,73.0,61.5,U,2.0,519751.55,6.0,9.0,519.75
1152171,Test,6.0,73.0,66.5,M,2.0,319008.0,6.0,9.0,319.01
8188670,Control,28.0,342.0,69.0,M,3.0,755574.17,6.0,9.0,755.57
1021747,Test,13.0,161.0,74.0,M,2.0,248332.28,6.0,9.0,248.33
226198,Test,10.0,131.0,30.0,M,2.0,120557.71,4.0,7.0,120.56
6216233,Control,16.0,202.0,30.0,F,4.0,125873.44,6.0,9.0,125.87
1846219,Test,14.0,172.0,61.0,M,2.0,123189.2,2.0,5.0,123.19
2093449,Test,11.0,141.0,24.5,M,2.0,27577.82,0.0,3.0,27.58
7902892,Test,4.0,58.0,40.5,U,2.0,44719.58,3.0,6.0,44.72
722917,Test,20.0,246.0,58.5,M,3.0,855131.99,3.0,6.0,855.13
4747144,Control,15.0,186.0,49.0,F,2.0,98301.03,6.0,9.0,98.3
2199722,Test,5.0,70.0,21.5,U,2.0,30750.6,4.0,7.0,30.75
2235331,Test,15.0,182.0,31.0,M,2.0,44233.9,0.0,3.0,44.23
8313694,Control,21.0,253.0,51.0,F,2.0,140020.98,0.0,3.0,140.02
2382696,Test,21.0,252.0,47.5,F,2.0,209727.42,2.0,5.0,209.73
2679453,Control,9.0,111.0,24.5,M,2.0,66456.05,6.0,9.0,66.46
7276973,Control,15.0,183.0,59.0,F,2.0,35092.13,3.0,6.0,35.09
4532572,Test,5.0,70.0,23.5,U,2.0,36715.36,5.0,8.0,36.72
8771952,Test,5.0,71.0,31.5,U,2.0,42085.75,6.0,9.0,42.09
5256566,Control,6.0,79.0,19.5,U,2.0,31139.19,2.0,5.0,31.14
1342790,Control,7.0,88.0,57.0,U,2.0,43104.64,2.0,5.0,43.1
9775174,Test,12.0,149.0,52.0,M,2.0,83448.77,0.0,3.0,83.45
3703187,Test,20.0,248.0,66.0,F,2.0,398634.27,6.0,9.0,398.63
2769120,Control,19.0,233.0,66.0,F,2.0,258133.49,5.0,8.0,258.13
6031726,Test,6.0,74.0,29.5,U,2.0,61600.1,6.0,9.0,61.6
8870709,Control,15.0,190.0,64.5,M,2.0,305471.03,6.0,9.0,305.47
2145511,Control,25.0,306.0,30.5,U,2.0,47466.69,2.0,5.0,47.47
461846,Control,24.0,290.0,78.5,F,2.0,43246.11,4.0,7.0,43.25
4878112,Control,6.0,73.0,43.5,U,2.0,136334.76,1.0,5.0,136.33
843249,Test,5.0,69.0,57.0,U,2.0,39278.02,6.0,9.0,39.28
5018154,Test,16.0,193.0,20.5,U,2.0,27466.59,0.0,3.0,27.47
9414396,Control,7.0,88.0,62.0,U,2.0,32017.72,3.0,6.0,32.02
6650565,Control,34.0,418.0,72.0,F,2.0,74400.15,4.0,7.0,74.4
2062199,Control,5.0,71.0,48.0,U,2.0,28474.35,3.0,6.0,28.47
6682559,Test,21.0,262.0,59.0,F,2.0,113772.28,4.0,7.0,113.77
9516496,Test,9.0,113.0,51.0,F,2.0,85615.82,5.0,8.0,85.62
3382939,Test,12.0,148.0,31.0,F,4.0,98501.13,2.0,5.0,98.5
7833565,Test,4.0,49.0,26.0,U,4.0,60789.65,6.0,9.0,60.79
9448266,Test,15.0,181.0,43.0,F,2.0,33561.76,0.0,3.0,33.56
2406356,Test,6.0,72.0,27.0,U,2.0,25136.17,1.0,4.0,25.14
7112284,Control,22.0,267.0,24.0,M,3.0,153691.63,6.0,9.0,153.69
6141432,Control,5.0,60.0,36.0,U,3.0,199703.92,6.0,9.0,199.7
2015197,Control,7.0,90.0,70.0,U,2.0,38517.31,2.0,6.0,38.52
5429577,Control,13.0,164.0,34.5,M,2.0,151776.45,5.0,8.0,151.78
1636347,Control,22.0,266.0,66.0,M,3.0,43111.06,5.0,8.0,43.11
4577314,Control,12.0,145.0,25.5,M,3.0,64847.12,2.0,5.0,64.85
3068817,Test,22.0,274.0,68.0,F,2.0,1028145.79,5.0,9.0,1028.15
2358419,Test,13.0,157.0,32.5,F,2.0,23906.68,1.0,4.0,23.91
6283739,Control,23.0,279.0,54.0,F,3.0,333495.06,1.0,4.0,333.5
8289357,Test,5.0,71.0,25.5,U,2.0,44071.75,6.0,9.0,44.07
1423857,Control,8.0,101.0,37.5,U,2.0,179283.64,6.0,9.0,179.28
117916,Test,6.0,72.0,28.5,U,3.0,180578.01,6.0,9.0,180.58
2810561,Test,22.0,267.0,72.5,M,2.0,1126345.07,4.0,8.0,1126.35
2040881,Control,4.0,59.0,34.5,U,3.0,157263.01,5.0,8.0,157.26
6547909,Control,24.0,292.0,67.5,F,2.0,1611860.32,4.0,7.0,1611.86
9774553,Test,5.0,68.0,26.5,U,2.0,32934.41,2.0,5.0,32.93
203702,Control,13.0,167.0,39.0,F,2.0,42529.62,0.0,3.0,42.53
2336869,Control,9.0,114.0,48.5,F,2.0,27030.51,0.0,3.0,27.03
3638107,Control,15.0,185.0,71.5,M,2.0,128033.35,0.0,4.0,128.03
391025,Control,4.0,56.0,84.5,U,2.0,158266.3,0.0,3.0,158.27
6954534,Test,14.0,176.0,28.5,F,2.0,24990.73,0.0,3.0,24.99
7636277,Control,14.0,169.0,67.0,M,2.0,188062.52,0.0,3.0,188.06
8100455,Test,5.0,67.0,20.5,M,2.0,54397.0,4.0,7.0,54.4
3548541,Test,22.0,269.0,25.5,M,3.0,37347.31,2.0,5.0,37.35
2050360,Test,8.0,106.0,55.5,M,3.0,108387.85,3.0,6.0,108.39
8675285,Test,15.0,186.0,64.5,F,2.0,27759.98,2.0,5.0,27.76
868124,Control,9.0,113.0,35.0,F,2.0,42594.85,1.0,4.0,42.59
8241574,Test,26.0,323.0,83.0,M,2.0,154928.31,4.0,8.0,154.93
559169,Control,6.0,82.0,30.0,U,2.0,40200.67,4.0,7.0,40.2
2276090,Control,8.0,101.0,28.0,U,2.0,34946.02,2.0,5.0,34.95
1095432,Test,9.0,116.0,24.5,M,2.0,36879.37,5.0,8.0,36.88
3036660,Control,14.0,174.0,42.5,F,2.0,190097.41,3.0,6.0,190.1
5546524,Control,3.0,46.0,36.0,M,2.0,218591.48,5.0,8.0,218.59
3544855,Test,8.0,96.0,28.5,U,2.0,47222.0,1.0,4.0,47.22
7474517,Control,6.0,73.0,52.5,U,2.0,53993.47,4.0,7.0,53.99
7212234,Test,13.0,156.0,55.5,M,2.0,43307.39,6.0,9.0,43.31
9207047,Test,16.0,202.0,49.5,F,2.0,29978.94,0.0,3.0,29.98
452583,Control,6.0,75.0,44.5,U,2.0,102576.06,6.0,9.0,102.58
7762269,Test,7.0,85.0,25.0,M,2.0,187293.94,6.0,9.0,187.29
7599262,Test,14.0,176.0,64.0,F,2.0,88034.6,1.0,4.0,88.03
945176,Control,23.0,280.0,60.0,F,2.0,186893.95,4.0,7.0,186.89
7690452,Test,6.0,74.0,40.5,F,2.0,27545.04,1.0,4.0,27.55
5537612,Test,5.0,69.0,64.5,U,3.0,454122.22,2.0,5.0,454.12
4256611,Test,24.0,292.0,51.5,M,3.0,3592350.6,6.0,9.0,3592.35
2889049,Control,13.0,163.0,51.5,F,3.0,186162.66,6.0,9.0,186.16
137412,Test,20.0,250.0,67.5,F,2.0,58495.2,3.0,6.0,58.5
171492,Test,15.0,189.0,73.5,M,2.0,180002.58,6.0,9.0,180.0
668996,Control,12.0,153.0,27.0,F,2.0,34731.64,2.0,5.0,34.73
8076294,Control,8.0,96.0,41.5,U,2.0,89742.39,2.0,5.0,89.74
8893466,Test,6.0,72.0,71.0,U,4.0,458996.0,1.0,4.0,459.0
4727155,Test,14.0,174.0,68.0,M,2.0,49165.89,6.0,9.0,49.17
4493573,Test,7.0,89.0,39.5,U,2.0,52130.54,2.0,5.0,52.13
2797397,Control,6.0,80.0,59.0,U,2.0,277156.01,3.0,6.0,277.16
6480779,Control,6.0,77.0,33.0,U,2.0,38987.62,2.0,5.0,38.99
257840,Test,13.0,161.0,36.0,M,3.0,109605.55,0.0,3.0,109.61
7340414,Control,15.0,183.0,67.0,F,2.0,268170.91,5.0,8.0,268.17
5221768,Test,7.0,94.0,48.5,U,2.0,57761.75,5.0,8.0,57.76
2306578,Test,6.0,72.0,37.5,U,2.0,34545.63,1.0,4.0,34.55
9700346,Test,30.0,362.0,66.0,M,2.0,158187.8,0.0,3.0,158.19
192518,Test,23.0,280.0,48.5,M,2.0,24024.42,0.0,3.0,24.02
5163125,Control,9.0,111.0,48.0,M,2.0,52391.72,3.0,6.0,52.39
5821983,Control,13.0,162.0,23.0,F,2.0,66131.56,6.0,9.0,66.13
1884538,Control,17.0,205.0,36.5,F,2.0,170339.15,3.0,6.0,170.34
902895,Test,7.0,93.0,56.0,U,2.0,134244.77,1.0,4.0,134.24
841242,Control,8.0,106.0,48.5,M,4.0,93247.7,5.0,8.0,93.25
872142,Control,5.0,70.0,55.0,M,2.0,691559.37,6.0,9.0,691.56
3480918,Test,4.0,59.0,27.0,U,2.0,50714.9,1.0,4.0,50.71
8203999,Test,5.0,70.0,37.5,U,2.0,45810.39,0.0,3.0,45.81
617840,Control,5.0,71.0,49.5,F,2.0,48474.08,0.0,3.0,48.47
1929698,Control,7.0,90.0,27.5,M,2.0,48682.92,6.0,9.0,48.68
8963925,Test,10.0,130.0,75.5,M,2.0,37376.93,5.0,8.0,37.38
7758940,Test,6.0,72.0,67.5,U,2.0,25074.65,0.0,4.0,25.07
8319726,Test,6.0,75.0,26.5,U,2.0,39306.3,3.0,6.0,39.31
298590,Test,11.0,142.0,82.0,M,3.0,588428.6,6.0,9.0,588.43
2856502,Test,6.0,76.0,49.5,U,2.0,37212.16,5.0,8.0,37.21
6930182,Test,6.0,79.0,59.5,U,3.0,631622.26,6.0,9.0,631.62
965266,Control,16.0,195.0,57.0,F,2.0,23884.45,1.0,4.0,23.88
2465098,Test,15.0,189.0,52.5,F,4.0,142206.99,6.0,9.0,142.21
1667380,Test,11.0,143.0,45.0,M,2.0,347068.21,1.0,4.0,347.07
8701900,Test,6.0,77.0,63.0,U,2.0,54965.12,3.0,6.0,54.97
5133382,Test,14.0,177.0,21.5,F,3.0,39321.25,3.0,6.0,39.32
913704,Test,9.0,118.0,64.0,F,2.0,382688.8,6.0,9.0,382.69
1519456,Test,14.0,178.0,62.0,F,2.0,113136.14,4.0,7.0,113.14
8424645,Control,4.0,56.0,67.0,U,3.0,199513.62,6.0,9.0,199.51
7284366,Test,7.0,94.0,54.0,U,2.0,54259.31,2.0,5.0,54.26
1933359,Test,22.0,267.0,56.0,M,3.0,267724.02,5.0,8.0,267.72
4506445,Test,5.0,64.0,25.5,M,2.0,45130.64,2.0,5.0,45.13
8366788,Test,15.0,189.0,52.5,M,2.0,115174.65,0.0,3.0,115.17
7214811,Test,8.0,96.0,35.0,U,2.0,38119.6,2.0,5.0,38.12
6819326,Control,12.0,150.0,67.0,F,2.0,207130.2,2.0,8.0,207.13
2475049,Control,9.0,110.0,54.0,F,2.0,38435.31,0.0,3.0,38.44
6394423,Test,9.0,113.0,29.0,M,2.0,74522.88,0.0,3.0,74.52
3081313,Control,9.0,110.0,56.0,F,2.0,1141567.99,2.0,5.0,1141.57
9292160,Test,6.0,82.0,38.5,U,2.0,63483.12,6.0,9.0,63.48
493311,Control,16.0,202.0,53.0,M,3.0,50481.2,5.0,8.0,50.48
4470019,Test,9.0,108.0,60.0,F,2.0,37371.97,4.0,7.0,37.37
6442081,Test,8.0,97.0,33.0,U,2.0,36268.28,2.0,5.0,36.27
8416851,Control,15.0,190.0,43.0,F,2.0,110883.95,2.0,5.0,110.88
1938076,Test,28.0,339.0,64.5,U,2.0,336818.47,6.0,9.0,336.82
1907109,Test,14.0,177.0,42.0,F,2.0,29375.05,0.0,3.0,29.38
2852997,Control,30.0,371.0,49.5,F,2.0,222098.48,5.0,8.0,222.1
7979476,Test,22.0,274.0,53.0,F,3.0,1798128.05,4.0,7.0,1798.13
5255030,Test,6.0,82.0,51.5,F,4.0,701200.82,6.0,9.0,701.2
3633784,Test,18.0,226.0,45.0,U,2.0,44105.59,1.0,4.0,44.11
7161996,Test,18.0,224.0,50.5,M,2.0,247624.33,4.0,7.0,247.62
9707270,Control,23.0,276.0,18.0,M,2.0,71178.73,6.0,9.0,71.18
4772716,Control,8.0,96.0,37.0,U,2.0,59235.93,3.0,6.0,59.24
9888375,Control,22.0,269.0,52.5,F,2.0,41783.22,0.0,3.0,41.78
1161478,Test,17.0,214.0,66.5,M,3.0,143236.3,6.0,9.0,143.24
7669299,Test,6.0,73.0,53.5,U,2.0,61233.8,5.0,8.0,61.23
3827180,Control,26.0,323.0,56.0,M,3.0,2631231.57,4.0,7.0,2631.23
1970830,Control,4.0,57.0,41.5,F,2.0,45196.03,1.0,4.0,45.2
1640688,Control,20.0,241.0,75.0,M,3.0,187420.08,5.0,8.0,187.42
676552,Test,6.0,81.0,53.0,U,2.0,38610.9,4.0,7.0,38.61
3399501,Test,12.0,152.0,38.5,M,2.0,47520.07,4.0,7.0,47.52
3543788,Test,5.0,70.0,32.0,U,2.0,44823.39,0.0,3.0,44.82
7902599,Test,12.0,154.0,31.0,F,2.0,29708.57,1.0,4.0,29.71
8068308,Control,15.0,190.0,56.0,F,2.0,73475.01,5.0,8.0,73.48
4638153,Control,9.0,108.0,52.0,M,2.0,465078.96,5.0,8.0,465.08
1788838,Control,26.0,312.0,53.5,F,2.0,60145.01,4.0,7.0,60.15
693101,Test,6.0,74.0,34.5,U,3.0,56658.28,3.0,6.0,56.66
6520285,Test,12.0,145.0,33.5,M,2.0,77293.53,3.0,6.0,77.29
9997114,Control,22.0,264.0,44.5,M,2.0,80740.8,1.0,4.0,80.74
3286605,Control,12.0,144.0,27.0,M,2.0,29301.43,1.0,4.0,29.3
1751757,Test,4.0,57.0,88.5,U,2.0,306741.86,1.0,5.0,306.74
1064690,Control,6.0,72.0,46.5,U,3.0,40087.68,6.0,9.0,40.09
2038707,Control,5.0,67.0,25.5,U,4.0,75376.74,0.0,3.0,75.38
297472,Control,5.0,70.0,61.0,U,2.0,34598.48,1.0,4.0,34.6
2160702,Control,15.0,189.0,41.0,F,2.0,44934.26,0.0,3.0,44.93
2289897,Control,25.0,303.0,74.0,M,5.0,538260.91,6.0,9.0,538.26
4657902,Test,13.0,158.0,59.0,M,2.0,218046.78,6.0,9.0,218.05
6960009,Control,14.0,179.0,65.5,M,2.0,162234.59,3.0,6.0,162.23
6665317,Test,13.0,160.0,70.0,F,2.0,37890.43,0.0,3.0,37.89
2057773,Control,16.0,197.0,76.5,M,2.0,222410.0,3.0,6.0,222.41
7523181,Control,5.0,65.0,39.0,U,3.0,81254.02,5.0,8.0,81.25
5324253,Test,4.0,58.0,30.5,U,2.0,44559.36,5.0,8.0,44.56
860745,Control,30.0,370.0,65.5,M,3.0,471028.96,5.0,8.0,471.03
5340072,Test,8.0,97.0,56.5,U,2.0,72046.76,2.0,5.0,72.05
5226626,Test,19.0,235.0,68.5,F,2.0,42906.29,6.0,9.0,42.91
4520186,Test,9.0,114.0,53.0,F,2.0,57748.3,4.0,7.0,57.75
219230,Control,11.0,132.0,39.0,F,2.0,34151.78,0.0,3.0,34.15
3369137,Control,21.0,253.0,62.5,M,2.0,366632.27,5.0,8.0,366.63
7479054,Control,4.0,58.0,64.5,F,3.0,534647.16,5.0,8.0,534.65
4244891,Test,8.0,106.0,51.0,M,2.0,87989.77,2.0,5.0,87.99
4384098,Control,14.0,176.0,38.5,F,2.0,153813.59,1.0,4.0,153.81
7582150,Control,14.0,179.0,32.0,M,3.0,61924.57,4.0,7.0,61.92
8308363,Test,5.0,64.0,55.0,U,2.0,220863.32,5.0,8.0,220.86
8165914,Test,6.0,76.0,38.5,U,2.0,45711.36,6.0,9.0,45.71
3520993,Control,14.0,177.0,49.0,F,2.0,32549.62,2.0,5.0,32.55
5645966,Control,4.0,50.0,25.5,U,2.0,59061.02,3.0,6.0,59.06
9378146,Control,14.0,178.0,54.5,M,2.0,34783.61,1.0,4.0,34.78
148369,Test,22.0,269.0,48.5,F,2.0,44267.27,1.0,4.0,44.27
5192659,Test,14.0,169.0,65.5,M,2.0,449978.18,3.0,6.0,449.98
7007069,Control,6.0,73.0,55.0,U,2.0,49327.16,1.0,4.0,49.33
127921,Test,5.0,65.0,25.0,U,3.0,53886.83,1.0,4.0,53.89
3310785,Control,14.0,173.0,21.0,F,2.0,49031.14,6.0,9.0,49.03
7423412,Control,7.0,91.0,33.0,U,2.0,159232.35,0.0,3.0,159.23
8279228,Test,13.0,160.0,49.5,M,3.0,232714.99,3.0,6.0,232.71
588240,Control,18.0,225.0,60.5,M,2.0,91312.91,6.0,9.0,91.31
7699381,Control,15.0,190.0,58.5,M,2.0,160955.53,4.0,7.0,160.96
7046133,Control,3.0,46.0,41.5,M,2.0,92011.77,3.0,6.0,92.01
9364005,Test,5.0,71.0,35.5,U,2.0,65889.68,2.0,5.0,65.89
5459195,Test,4.0,58.0,30.5,M,2.0,26316.73,2.0,5.0,26.32
6442655,Test,7.0,88.0,60.5,U,2.0,70894.28,3.0,6.0,70.89
7449461,Test,14.0,170.0,44.0,F,2.0,40909.64,3.0,6.0,40.91
4963381,Test,6.0,78.0,31.0,U,2.0,37543.16,6.0,9.0,37.54
6456062,Control,14.0,178.0,70.5,F,2.0,321327.53,4.0,7.0,321.33
4823947,Control,7.0,86.0,52.0,U,2.0,47340.11,5.0,8.0,47.34
8860992,Control,10.0,126.0,64.0,F,2.0,30693.0,1.0,4.0,30.69
530654,Control,6.0,81.0,56.0,U,2.0,49456.82,3.0,6.0,49.46
3347759,Control,20.0,250.0,65.0,F,3.0,141016.92,2.0,5.0,141.02
7873338,Control,5.0,69.0,55.5,U,2.0,56445.87,3.0,6.0,56.45
169185,Test,7.0,93.0,34.0,U,2.0,33347.63,5.0,8.0,33.35
6980919,Test,7.0,94.0,26.0,U,2.0,36836.85,6.0,9.0,36.84
6519269,Test,8.0,96.0,64.0,U,3.0,324940.4,4.0,8.0,324.94
1638971,Test,10.0,130.0,65.0,F,2.0,65648.53,5.0,8.0,65.65
7984549,Test,4.0,59.0,19.0,U,2.0,34405.31,3.0,6.0,34.41
4137841,Test,18.0,217.0,73.0,M,2.0,368899.9,6.0,9.0,368.9
459221,Test,7.0,87.0,77.0,U,2.0,106202.83,1.0,4.0,106.2
3430793,Test,15.0,190.0,61.5,F,2.0,34510.48,4.0,7.0,34.51
4853470,Test,7.0,86.0,25.0,U,2.0,75927.02,6.0,9.0,75.93
8696517,Control,7.0,95.0,64.0,U,2.0,32382.92,2.0,5.0,32.38
5751565,Test,7.0,84.0,51.5,U,2.0,224927.3,3.0,6.0,224.93
3968370,Control,10.0,120.0,45.0,M,2.0,49827.21,0.0,3.0,49.83
1718250,Test,8.0,98.0,44.5,U,2.0,139030.2,0.0,3.0,139.03
6058534,Test,13.0,166.0,60.5,F,2.0,46670.26,0.0,3.0,46.67
6597561,Control,4.0,59.0,53.5,U,2.0,84794.29,4.0,7.0,84.79
